Room_ID,Description,Number_of_Vertices,Shape_Type,Co-ordinates,Room_Length,Room_Width,Room_Height,Door_Width,Door_Height,Door_X_Position,Door_Y_Position,Door_Swing_Clearance,Toilet_Width,Toilet_Depth,Toilet_Height,Toilet_X_Position,Toilet_Y_Position,Toilet_X_End,Toilet_Y_End,Toilet_Rotation,Toilet_Front_Clearance,Toilet_Side_Clearance,Has_Toilet,Sink_Width,Sink_Depth,Sink_Height,Sink_X_Position,Sink_Y_Position,Sink_X_End,Sink_Y_End,Sink_Rotation,Sink_Front_Clearance,Sink_Side_Clearance,Has_Sink,Bathtub_Width,Bathtub_Depth,Bathtub_Height,Bathtub_X_Position,Bathtub_Y_Position,Bathtub_X_End,Bathtub_Y_End,Bathtub_Rotation,Bathtub_Entry_Clearance,Has_Bathtub,Bathtub_Front_Clearance,Bathtub_Side_Clearance,Room_Shape
B-041,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",84,80,93.73794500456503,30,84,0,27,30,19,28,15,6.331967920272096,24.76336657845644,58,28,180,23.972231627277072,10,1,21,30,33,4.239352185689597,13.063342291712406,30,21,270,26.112141791838816,10,1,36,60,15,-14.09948967086642,6.264308566491539,102,60,0,24,1,22.010751348365403,23.363493105342314,Rectangle
B-047,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,72 ;
100,72 ;
100,0 ;
0,0""",95,94,102.29511505578688,30,84,0,3,30,19,28,15,9.072630893252445,19.99157012886036,100,28,180,24.4350551759797,10,1,21,36,33,8.146676137911683,16.36240034209348,36,72,90,25.07529319789249,10,1,36,60,15,-17.321240479704826,9.704965957728284,100,72,0,24,0,21.939222706343944,23.726398794757472,Rectangle
B-006,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",90,76,95.2981876950011,30,84,3,0,30,19,28,15,4.80820574020865,5.02736222196999,59,60,0,24.978866550658267,10,1,21,30,33,6.162000511053558,35.9602858909381,30,60,90,28.993625819735588,10,1,60,36,15,-101.98491386335104,16.5077831568387,102,60,270,24,0,20.83195670362453,20.6711627882054,Rectangle
B-025,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",97,61,90.1233494440317,30,84,3,60,30,28,19,15,6.287011642589605,3.402633623311897,57,28,90,22.209445737851745,10,1,30,21,33,-2.84704484584971,0.658987516137552,30,21,180,26.85994932903691,10,1,0,0,0,-15.089793399836964,8.125635858520383,0,0,0,0,1,20.79692104484587,20.22125616839693,Rectangle
B-030,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,87 ;
36,87 ;
36,0 ;
0,0""",96,69,101.23856677096856,30,84,36,24,30,19,28,15,31.68700378214973,-43.47443685914471,28,87,180,23.20252408926312,10,1,21,36,33,36.49878983552043,-26.332203906291756,36,21,270,28.64039663341839,10,1,0,0,0,9.226001158403289,-62.22250328723979,0,0,90,0,1,20.518399723392147,24.184544348748595,Rectangle
B-043,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,102 ;
60,102 ;
60,0 ;
0,0""",96,85,104.10146303172868,30,84,27,0,30,19,28,15,25.00635113059908,6.351051998451809,28,58,0,22.390156374012328,10,1,30,21,33,12.00713773375783,-2.5379365938654743,21,30,180,26.72929364504971,10,1,60,36,15,-65.95457452584051,-30.19319854158754,60,102,270,24,0,23.999479005346625,21.47628876257975,Rectangle
B-035,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",97,71,105.46678106347755,30,84,69,60,30,28,19,15,-17.175970659171973,18.296161212760328,63,28,270,22.03552961219522,10,1,30,21,33,-2.852376705300121,37.19284511673052,102,21,180,29.435493029676906,10,1,60,36,15,8.590133389665244,6.316281825920109,36,60,90,24,1,21.42613225339327,20.488264908068047,Rectangle
B-003,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,57 ;
66,57 ;
66,0 ;
0,0""",93,71,96.6667753467429,30,84,33,0,30,19,28,15,-4.608396875248459,-14.098134205403625,28,28,180,22.462029465605116,10,1,21,36,33,-8.65636077013992,8.529828538135902,66,57,270,27.222742308528225,10,1,0,0,0,-106.37251273307568,-1.0328204231445426,0,0,270,0,1,21.6669620198823,21.23055563311383,Rectangle
B-012,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,66 ;
60,6 ;
60,0 ;
0,0""",79,65,100.39883213053324,30,84,60,3,30,19,28,15,14.13867164170778,-11.936122211809202,28,58,180,22.13662585115437,10,1,21,30,33,12.452163843533722,-2.448886789270273,21,30,270,28.607429818777728,10,1,0,0,0,6.886346955455352,4.939591137292612,0,0,90,0,1,20.352216693401136,23.18190912010312,Rectangle
B-030,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,87 ;
36,87 ;
36,0 ;
0,0""",64,70,101.67806610351444,30,84,36,24,30,28,19,15,13.379293231153618,-12.549962191952249,28,87,270,20.92614556581305,10,1,36,21,33,8.926214848402836,6.241463348243482,36,21,0,26.8738504467408,10,1,0,0,0,8.18111406494593,-124.127187268876,0,0,180,0,1,22.67350897151131,21.531544672887318,Rectangle
B-034,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",70,85,91.0270827290803,30,84,3,60,30,19,28,15,7.423553457943804,7.354626624289364,58,28,0,20.70048335177623,10,1,21,30,33,4.417106695115192,8.119367062406843,30,21,270,25.16742667074756,10,1,36,60,15,6.143692191799166,-67.13378361451353,102,60,180,24,1,23.34740983258312,22.325138464672463,Rectangle
B-041,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",79,67,92.07366799917864,30,84,0,27,30,19,28,15,5.194368639353088,6.858003700764017,58,28,0,24.1004950304204,10,1,21,30,33,-1.7306108947452472,17.600945180072248,30,21,270,25.94541284934316,10,1,36,60,15,-25.10939692269128,-54.21093583894235,102,60,180,24,1,24.09183319996132,20.53767656846285,Rectangle
B-031,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,87 ;
36,87 ;
36,0 ;
0,0""",61,98,98.39639153554111,30,84,0,24,30,28,19,15,9.529980360039492,7.174276497323843,28,87,90,21.52861440590725,10,1,21,36,33,24.537263857928604,-18.965140950114616,36,21,270,29.73411406953533,10,1,0,0,0,3.670438338605507,8.506590799392178,0,0,0,0,1,23.888168272485416,20.956737113627028,Rectangle
B-052,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,100 ;
72,100 ;
72,0 ;
0,0""",94,76,103.66275821934688,30,84,39,100,30,19,28,15,24.6539738776911,-7.007381651880484,64,28,180,22.027754500052623,10,1,36,21,33,10.960283283499852,9.63111750331107,21,100,0,25.19446896131164,10,1,60,36,15,-62.2955084055291,-1.0954686634985933,36,60,270,24,1,20.343686947298558,22.8447867075562,Rectangle
B-019,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,57 ;
66,57 ;
66,0 ;
0,0""",87,66,96.18187356330093,30,84,3,57,30,19,28,15,8.03115676611049,8.049280017939713,66,49,0,21.36221276535028,10,1,36,21,33,6.13331193835584,7.513049404646432,36,21,0,26.88466673262145,10,1,0,0,0,0.7942994836468351,9.645029302292324,0,0,0,0,1,24.626121776201657,22.77115277112433,Rectangle
B-018,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,57 ;
66,57 ;
66,0 ;
0,0""",81,64,92.16833451909504,30,84,33,57,30,28,19,15,-26.634711080299468,8.644676588776475,28,49,270,21.350160921824745,10,1,21,36,33,7.122253754321514,7.620975192014395,66,21,90,29.51300102469869,10,1,0,0,0,-106.2472854525518,-15.9531719930982,0,0,270,0,1,22.64200021633666,23.371566420103708,Rectangle
B-030,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,87 ;
36,87 ;
36,0 ;
0,0""",74,80,103.86863413497136,30,84,36,24,30,19,28,15,8.093418975595963,5.8320261112762495,28,87,0,23.23241778727643,10,1,21,36,33,30.97929413118477,-28.70765944048332,36,21,270,29.870779669312743,10,1,0,0,0,8.482577229606804,-11.132507682858002,0,0,90,0,1,21.369079483950596,21.310734476823963,Rectangle
B-022,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,66 ;
57,66 ;
57,0 ;
0,0""",69,72,105.35311990442864,30,84,57,3,30,28,19,15,-19.851152446411813,4.563404005836158,48,66,270,24.31913082615243,10,1,21,36,33,-0.1364967184565984,-20.733490237809896,21,36,270,28.95046616555911,10,1,0,0,0,-98.65498635917736,-1.1803328984847372,0,0,270,0,1,23.27242900656949,23.76770141903402,Rectangle
B-004,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,57 ;
66,57 ;
66,0 ;
0,0""",62,63,94.8945142608342,30,84,66,3,30,19,28,15,4.281962437749593,-16.36323815230523,28,28,180,24.630703093414706,10,1,36,21,33,-10.423393686302662,4.833231780196909,66,57,180,27.62673032493352,10,1,0,0,0,-23.43911696488183,8.420414521003035,0,0,0,0,0,24.44967667764771,23.54920678235892,Rectangle
B-045,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,102 ;
60,102 ;
60,0 ;
0,0""",94,99,104.6110632722702,30,84,27,102,30,19,28,15,24.20509412594374,6.329676447520853,28,63,0,22.095439312371155,10,1,30,21,33,9.524222344418645,5.094704450118416,21,102,180,25.747142572312104,10,1,36,60,15,12.83351729516516,-93.72465220152944,60,36,180,24,0,21.97903661222812,24.853865969280903,Rectangle
B-041,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",77,60,97.03309397828237,30,84,0,27,30,19,28,15,7.411356633488232,22.04375181927886,58,28,180,22.978570831468737,10,1,21,30,33,6.756668561379058,31.719954735035195,30,21,90,27.249472907044527,10,1,36,60,15,-14.139297566362838,-58.97426105427989,102,60,180,24,1,23.58708897420657,22.01633557669432,Rectangle
B-037,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,102 ;
60,102 ;
60,0 ;
0,0""",80,81,96.70984984354232,30,84,60,69,30,28,19,15,5.674350413838196,-6.294706369484004,28,64,90,20.829004175773868,10,1,21,30,33,9.204329031493089,5.615972156187032,21,102,90,27.14393739504986,10,1,60,36,15,9.532033116617008,-79.63059236422257,60,36,90,24,1,21.604640187942778,20.713627710779665,Rectangle
B-032,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,87 ;
36,87 ;
36,0 ;
0,0""",67,62,91.75991709134796,30,84,0,33,30,28,19,15,5.869303137272775,-6.314704750457631,28,28,90,20.983045343283276,10,1,21,36,33,9.445593911790713,-20.80088741042823,36,87,90,29.79388970957224,10,1,0,0,0,8.90434306564099,6.224827121040744,0,0,0,0,0,20.90377888713296,24.178846601710127,Rectangle
B-049,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,72 ;
100,72 ;
100,0 ;
0,0""",94,85,99.38847443126306,30,84,0,39,30,19,28,15,8.844280593151657,13.036977067599915,100,64,180,24.76637823409126,10,1,36,21,33,8.490617929386406,9.998832780203175,36,21,0,26.54211119775897,10,1,60,36,15,9.577090988082624,-33.93384415252098,100,36,90,24,1,23.199064488837266,21.38701835658709,Rectangle
B-026,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,36 ;
87,36 ;
87,0 ;
0,0""",79,86,98.04818099888678,30,84,24,0,30,19,28,15,-7.455564817883419,6.637949536487879,87,28,180,22.711242213363576,10,1,21,36,33,-22.46264634572753,4.396114818340338,21,36,270,26.670327920766105,10,1,0,0,0,-4.995853158480832,8.450248714752489,0,0,0,0,1,22.049865394154185,23.703598743081127,Rectangle
B-010,Bathroom - Three-Quarter Bath (Wall Facing),6,L-Shaped,"""0,0 ;
96,0 ;
96,66 ;
36,66 ;
36,60 ;
0,60 ;
0,0""",62,64,102.91860669352933,30,84,39,0,30,19,28,15,7.844366129801396,6.220698441221569,96,57,0,21.624839807416485,10,1,30,21,33,-6.634126885607923,5.5439860928760325,96,30,0,27.08428009944605,10,1,36,60,15,-1.3009734970446551,-58.024234686001066,36,60,180,0,1,20.33051166693228,23.08620301248467,Rectangle
B-031,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,87 ;
36,87 ;
36,0 ;
0,0""",67,67,90.04696454236178,30,84,0,24,30,28,19,15,5.450588601837096,-5.390872272266914,28,87,90,20.676754307244856,10,1,36,21,33,3.591231801187401,-23.60222838631393,36,21,180,28.007500849015138,10,1,0,0,0,2.7181809310457634,8.15258884377917,0,0,0,0,1,21.34650533961396,24.41916740780692,Rectangle
B-042,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",92,74,94.33790624949636,30,84,102,27,30,28,19,15,-20.289902072731778,10.11297843936396,63,28,270,20.53230078546743,10,1,30,21,33,-15.552946768940556,5.836601767492462,102,21,0,29.563426536761845,10,1,36,60,15,-5.311627825262409,-53.7757626678666,36,60,180,24,1,24.83584825969412,20.476710450067717,Rectangle
B-035,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",68,78,91.46592695857468,30,84,69,60,30,19,28,15,5.143270861130386,9.02821266470132,63,28,0,20.738159431139103,10,1,30,21,33,-19.50241828186793,7.89005023584276,102,21,0,26.16655424643717,10,1,36,60,15,-8.173205638601853,-60.76589365018871,36,60,180,24,0,24.064117994350948,21.074713248073586,Rectangle
B-059,Bathroom - Three-Quarter Bath (Wall Facing),6,L-Shaped,"""0,0 ;
60,0 ;
60,6 ;
96,6 ;
96,66 ;
0,66 ;
0,0""",62,76,90.3792303537258,30,84,27,66,30,28,19,15,-5.730340876132823,26.803612849250555,28,28,270,21.5535041349949,10,1,21,30,33,5.4045209437849415,6.2734246818987085,21,66,90,26.917578664739743,10,1,36,60,15,-6.098242569608399,9.148264066722696,96,66,0,0,1,22.899970854608263,23.057584861707937,Rectangle
B-018,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,57 ;
66,57 ;
66,0 ;
0,0""",70,60,90.1374817501541,30,84,33,57,30,28,19,15,-19.548979323747805,10.955580888544782,28,49,270,22.22331681246579,10,1,21,36,33,8.801325921591227,8.629971387193057,66,21,90,28.714430173051035,10,1,0,0,0,8.73560627872223,-37.10276146464234,0,0,90,0,0,24.271788950409213,20.374126463465625,Rectangle
B-059,Bathroom - Three-Quarter Bath (Wall Facing),6,L-Shaped,"""0,0 ;
60,0 ;
60,6 ;
96,6 ;
96,66 ;
0,66 ;
0,0""",73,95,94.25299038986498,30,84,27,66,30,28,19,15,8.336198866537101,8.7619662942435,28,28,90,20.064823689904387,10,1,21,30,33,8.082193433298448,27.99890077043453,21,66,90,27.18669681378821,10,1,36,60,15,2.679058064910823,-69.57198251694463,96,66,180,0,1,22.914497813117134,22.12942587654205,Rectangle
B-049,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,72 ;
100,72 ;
100,0 ;
0,0""",68,69,105.1773353250571,30,84,0,39,30,19,28,15,11.129376032677476,27.39248641229671,100,64,180,23.280164644030407,10,1,21,36,33,9.7985418703654,20.330922369591924,36,21,90,27.280304791315043,10,1,36,60,15,8.350298354039394,8.396338443160841,100,36,0,24,1,21.58116610125432,22.48157282207671,Rectangle
B-026,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,36 ;
87,36 ;
87,0 ;
0,0""",69,95,87.74618881946895,30,84,24,0,30,19,28,15,-11.10819909207175,8.84912148431776,87,28,0,23.50352375564468,10,1,36,21,33,-3.604192416192469,24.108016745869364,21,36,180,25.825816431527425,10,1,0,0,0,7.354523746146162,8.085754979151927,0,0,0,0,1,23.220921897674074,23.4476454974652,Rectangle
B-021,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,66 ;
57,66 ;
57,0 ;
0,0""",67,64,88.75586268934478,30,84,0,3,30,19,28,15,8.199184431073704,8.530977681767556,28,66,0,24.782386722189518,10,1,36,21,33,0.2836043637196974,0.2329030125960578,57,36,180,29.3140194765786,10,1,0,0,0,-92.97140154278762,2.624349177055328,0,0,270,0,1,20.60068822416161,23.69116377141601,Rectangle
B-010,Bathroom - Three-Quarter Bath (Wall Facing),6,L-Shaped,"""0,0 ;
96,0 ;
96,66 ;
36,66 ;
36,60 ;
0,60 ;
0,0""",96,74,99.11310967767317,30,84,39,0,30,19,28,15,13.647960802737508,7.210932757654668,96,57,0,23.356291889823638,10,1,30,21,33,-11.902703717604762,44.43781010072072,96,30,180,28.012180440850383,10,1,36,60,15,-0.3437738409249595,5.99275284916604,36,60,0,0,1,22.20422371651032,24.091723532993985,Rectangle
B-021,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,66 ;
57,66 ;
57,0 ;
0,0""",83,78,103.75583872554267,30,84,0,3,30,19,28,15,10.379895884012813,-25.413119735902548,28,66,180,24.653127493556116,10,1,21,36,33,9.59647276420353,-3.745528135241357,57,36,270,28.181667295156693,10,1,0,0,0,-93.53346720104624,-1.7297513255939307,0,0,270,0,1,20.215111482611796,21.493549881248693,Rectangle
B-044,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,102 ;
60,102 ;
60,0 ;
0,0""",78,87,103.68652395592068,30,84,3,0,30,19,28,15,48.1767481398012,8.624464893489396,60,58,0,20.57716997450341,10,1,30,21,33,8.907599461155426,-3.029053961126971,60,30,180,27.507306411355312,10,1,60,36,15,6.3213909735023215,-16.699707152085587,60,102,90,24,0,21.786197604405157,24.725644632013378,Rectangle
B-010,Bathroom - Three-Quarter Bath (Wall Facing),6,L-Shaped,"""0,0 ;
96,0 ;
96,66 ;
36,66 ;
36,60 ;
0,60 ;
0,0""",96,91,97.80988026742122,30,84,39,0,30,19,28,15,9.47342958018953,8.08698962027693,96,57,0,22.91952278998512,10,1,21,30,33,9.575587801723804,9.841922981888148,96,30,270,26.198679711340745,10,1,60,36,15,-92.55497963927051,13.94869192013979,36,60,270,0,1,24.977498074684405,21.819931239198603,Rectangle
B-010,Bathroom - Three-Quarter Bath (Wall Facing),6,L-Shaped,"""0,0 ;
96,0 ;
96,66 ;
36,66 ;
36,60 ;
0,60 ;
0,0""",87,60,92.54153772965748,30,84,39,0,30,28,19,15,-17.400950800679308,21.31643902954214,96,57,270,23.71311069469932,10,1,30,21,33,-1.7429901657011353,32.19892198539976,96,30,180,26.9335445367703,10,1,60,36,15,5.037490387243634,-6.142026826460667,36,60,90,0,1,24.326067637937506,23.3947061406423,Rectangle
B-018,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,57 ;
66,57 ;
66,0 ;
0,0""",69,81,91.3175952017099,30,84,33,57,30,19,28,15,7.956326544270322,9.965277497811307,28,49,0,20.41536547476042,10,1,21,36,33,0.4789124134604448,-0.5786559517330714,66,21,270,27.84336494717917,10,1,0,0,0,-100.25982933848483,-6.340998214267239,0,0,270,0,0,22.483177455273857,20.220729288001504,Rectangle
B-019,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,57 ;
66,57 ;
66,0 ;
0,0""",77,63,103.10407971346528,30,84,3,57,30,19,28,15,0.311037762955781,-17.812269529693708,66,49,180,22.566942466933945,10,1,21,36,33,7.182507904709163,5.8795374321893625,36,21,90,28.583530883140085,10,1,0,0,0,5.77278656662911,-50.49003904441367,0,0,90,0,1,22.08205406859575,22.47229776153012,Rectangle
B-053,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,100 ;
72,100 ;
72,0 ;
0,0""",67,93,97.53719791180984,30,84,3,100,30,19,28,15,7.919828712606721,-2.66353527617769,28,28,180,23.19295548051525,10,1,21,36,33,39.37104148661769,-0.2623903201540507,72,100,270,28.208669011158182,10,1,60,36,15,6.615258149751204,-41.83189685157279,72,60,90,24,0,21.68556650173958,20.74098736935994,Rectangle
B-026,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,36 ;
87,36 ;
87,0 ;
0,0""",61,98,93.06685128522942,30,84,24,0,30,19,28,15,-13.699411885686178,5.920626897047861,87,28,0,23.597751056685848,10,1,36,21,33,-33.76748275161637,8.082443754375905,21,36,0,25.40217328719184,10,1,0,0,0,-18.901718628874075,5.025619867485645,0,0,0,0,1,20.829333524189945,20.045022858362163,Rectangle
B-010,Bathroom - Three-Quarter Bath (Wall Facing),6,L-Shaped,"""0,0 ;
96,0 ;
96,66 ;
36,66 ;
36,60 ;
0,60 ;
0,0""",99,65,91.4089250227152,30,84,39,0,30,28,19,15,-5.55417581003881,26.76421697309351,96,57,270,21.63463669135645,10,1,30,21,33,-8.438553954915335,37.681761775945695,96,30,180,28.14147863761217,10,1,36,60,15,1.7245037291944234,8.737234657585942,36,60,0,0,0,22.57894097123057,23.70987097842567,Rectangle
B-037,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,102 ;
60,102 ;
60,0 ;
0,0""",71,101,90.48373450454196,30,84,60,69,30,28,19,15,16.077250085104893,6.53527745489282,28,64,270,21.62168717295421,10,1,21,30,33,8.534498964012766,7.968871425204703,21,102,90,28.65211556393254,10,1,60,36,15,-66.97013384853048,-13.538130515999905,60,36,270,24,1,23.288692993610205,21.63144969430117,Rectangle
B-024,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",64,101,99.13926073968555,30,84,33,60,30,19,28,15,5.39532252257604,-12.284912755348328,28,28,180,22.31331017316484,10,1,21,30,33,7.061392944948949,7.457037886975243,66,21,90,28.488453432343128,10,1,0,0,0,-2.002202381456192,-93.200084926878,0,0,180,0,1,21.06678258648785,22.95380787824868,Rectangle
B-031,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,87 ;
36,87 ;
36,0 ;
0,0""",90,61,95.00588687285142,30,84,0,24,30,19,28,15,15.99378526119495,-44.51316719477708,28,87,180,20.064156713299177,10,1,36,21,33,4.418429673354335,-21.387875674707782,36,21,180,25.64791284041677,10,1,0,0,0,4.964639284456148,-123.4449682668337,0,0,180,0,0,23.97248057875281,23.56653010403905,Rectangle
B-028,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,36 ;
87,36 ;
87,0 ;
0,0""",80,90,94.8720728224846,30,84,24,36,30,19,28,15,-11.389109396851484,7.235377890677476,28,28,0,22.844014821633955,10,1,21,36,33,5.844514280856601,34.674058713796526,87,36,90,25.695785895137472,10,1,0,0,0,5.201500919583236,-24.533561810192268,0,0,90,0,1,22.998922486910395,24.973235405535583,Rectangle
B-021,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,66 ;
57,66 ;
57,0 ;
0,0""",84,70,97.16786875336204,30,84,0,3,30,28,19,15,6.096592772013606,-10.200743933694651,28,66,90,24.543177119442287,10,1,36,21,33,7.09817210393186,9.942896949071464,57,36,0,29.320970273599546,10,1,0,0,0,-3.347001691488283,-98.75709037781488,0,0,180,0,1,24.827905902996456,23.66233894393006,Rectangle
B-040,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",72,84,91.6003102334076,30,84,102,3,30,19,28,15,5.699659266867651,27.56209726398041,63,60,180,22.63774091099504,10,1,30,21,33,-17.7453879234791,5.682692307006054,102,60,0,28.94129115923401,10,1,36,60,15,-21.638768739366867,-56.12467720716332,36,60,180,24,1,24.94514551186752,20.870311388780287,Rectangle
B-005,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,36 ;
87,36 ;
87,0 ;
0,0""",67,76,97.72976510116712,30,84,33,0,30,28,19,15,5.365263027366524,12.207672537956658,28,28,90,20.77991017597784,10,1,21,36,33,9.55454132574259,23.73840559526052,87,36,90,27.526502523783368,10,1,0,0,0,9.601802081986246,1.696806387563882,0,0,90,0,0,23.663098972256336,24.41735221454773,Rectangle
B-051,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,100 ;
72,100 ;
72,0 ;
0,0""",76,90,94.205243517076,30,84,39,0,30,28,19,15,6.417553507175489,-2.1678667865092915,64,100,90,20.998693879355955,10,1,21,36,33,40.98579967100213,-4.426933645720569,21,36,270,26.2985541768346,10,1,36,60,15,11.050252388537812,5.902626110763369,36,100,0,24,1,22.61220601166753,24.292619154846967,Rectangle
B-005,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,36 ;
87,36 ;
87,0 ;
0,0""",93,80,89.57407476378918,30,84,33,0,30,19,28,15,-4.518060412741866,8.099641846393457,28,28,0,23.038194349644936,10,1,21,36,33,-19.72414677424466,5.328815361313856,87,36,270,27.462133123557653,10,1,0,0,0,-120.28325398341364,5.962428119964728,0,0,270,0,1,20.760470859033955,22.066138652806217,Rectangle
B-016,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,66 ;
60,6 ;
60,0 ;
0,0""",64,84,96.02962736361468,30,84,60,33,30,28,19,15,-16.162995904667593,7.291955322002628,28,28,270,20.41003622872271,10,1,21,30,33,1.1374532195616052,0.8520692776467751,21,66,270,26.63470515060279,10,1,0,0,0,8.70537304962669,-2.7014231189571234,0,0,90,0,1,23.26111165448761,20.505890994477312,Rectangle
B-007,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",67,67,90.75002332236984,30,84,0,3,30,19,28,15,4.84239317107341,5.249213284768203,59,60,0,23.30381525673732,10,1,30,21,33,-17.73477388051765,5.6962093282815545,30,60,0,29.84151241487928,10,1,60,36,15,-103.53218036217564,15.239423701803972,102,60,270,24,1,24.28370111615089,20.40081030172105,Rectangle
B-044,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,102 ;
60,102 ;
60,0 ;
0,0""",98,75,100.76248412732366,30,84,3,0,30,28,19,15,27.16237247395329,7.584069279863304,60,58,270,20.77376767543122,10,1,30,21,33,14.194161622750352,6.073785754329108,60,30,180,29.66125134030472,10,1,36,60,15,20.864407659793603,-94.35108159596342,60,102,180,24,1,23.51736687235842,22.273208673468552,Rectangle
B-049,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,72 ;
100,72 ;
100,0 ;
0,0""",66,85,95.7843425338533,30,84,0,39,30,28,19,15,6.510193252349887,24.220756077217672,100,64,90,23.902916604675777,10,1,36,21,33,-3.9049446846276137,43.822070643222666,36,21,180,25.84905990645637,10,1,36,60,15,-1.3105604384456564,7.2265901578910094,100,36,0,24,1,20.37598462413939,22.886969191103816,Rectangle
B-046,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,102 ;
60,102 ;
60,0 ;
0,0""",93,79,91.85756989404382,30,84,3,102,30,28,19,15,8.173945611582798,-14.080996026183254,60,63,90,24.05422995815769,10,1,30,21,33,8.697778100618477,4.182582524292934,60,102,180,28.3245659168862,10,1,60,36,15,-66.82067428798382,-0.769588237293469,60,36,270,24,1,24.53840202227629,21.91694777458292,Rectangle
